obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""""","=""4052.28649""","=""0.00007""","=""""","=""1.6962e+05""",AAA,"=""102823.9094871""","=""105291.65209""","=""4d""","=""2D""","=""5/2""","=""5p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""""","=""4052.28665""","=""0.00010""","=""""","=""5.0480e+04""",AAA,"=""102823.90949""","=""105291.651993""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""""","=""4052.29631""","=""0.00007""","=""""","=""4.3010e+05""",AAA,"=""102823.8943175""","=""[105291.63094]""","=""4p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""","=""4052.29992""","=""0.00007""","=""""","=""1.8849e+05""",AAA,"=""102823.894250""","=""105291.62867""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""","=""4170.797""","=""0.005""","=""(240)""","=""8.2716e+03""",AAA,"=""106632.1681""","=""[109029.7913]""","=""6""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""4376.458""","=""0.004""","=""(300)""","=""1.2884e+04""",AAA,"=""106632.1681""","=""108917.1209""","=""6""","=""""","=""""","=""12""","=""""","=""""",,"=""T8637""","=""""",
"=""4653.78""","=""0.03""","=""4653.774""","=""0.013""","=""4200""","=""3.2528e+05""",AAA,"=""105291.657""","=""107440.4508""","=""5""","=""""","=""""","=""7""","=""""","=""""",,"=""T8637""","=""L7421""",
"=""""","=""""","=""4672.512""","=""0.005""","=""(370)""","=""2.1096e+04""",AAA,"=""106632.1681""","=""108772.3445""","=""6""","=""""","=""""","=""11""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""5091.321""","=""0.004""","=""""","=""7.5169e+02""",AAA,"=""107440.4508""","=""[109404.5776]""","=""7""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""5128.65""","=""0.08""","=""5128.662""","=""0.006""","=""(450)""","=""3.6881e+04""",AAA,"=""106632.1681""","=""108581.9945""","=""6""","=""""","=""""","=""10""","=""""","=""""",,"=""T8637""","=""L7452""",
"=""""","=""""","=""5169.282""","=""0.004""","=""""","=""9.8498e+02""",AAA,"=""107440.4508""","=""[109374.9555]""","=""7""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""5263.685""","=""0.004""","=""""","=""1.3121e+03""",AAA,"=""107440.4508""","=""[109340.2604]""","=""7""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""5379.776""","=""0.004""","=""""","=""1.7812e+03""",AAA,"=""107440.4508""","=""[109299.2642]""","=""7""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""5525.190""","=""0.006""","=""(150)""","=""2.4709e+03""",AAA,"=""107440.4508""","=""[109250.3433]""","=""7""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""5711.464""","=""0.006""","=""(180)""","=""3.5158e+03""",AAA,"=""107440.4508""","=""[109191.3154]""","=""7""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""5908.220""","=""0.008""","=""(540)""","=""7.0652e+04""",AAA,"=""106632.1681""","=""108324.7253""","=""6""","=""""","=""""","=""9""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""5956.845""","=""0.006""","=""(210)""","=""5.1562e+03""",AAA,"=""107440.4508""","=""[109119.1917]""","=""7""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""6291.918""","=""0.007""","=""(250)""","=""7.8457e+03""",AAA,"=""107440.4508""","=""[109029.7913]""","=""7""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""6771.993""","=""0.006""","=""(300)""","=""1.2503e+04""",AAA,"=""107440.4508""","=""108917.1209""","=""7""","=""""","=""""","=""12""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""6946.756""","=""0.006""","=""""","=""6.8858e+02""",AAA,"=""107965.0568""","=""[109404.5776]""","=""8""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""7092.708""","=""0.006""","=""""","=""9.0700e+02""",AAA,"=""107965.0568""","=""[109374.9555]""","=""8""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""7271.651""","=""0.006""","=""""","=""1.2159e+03""",AAA,"=""107965.0568""","=""[109340.2604]""","=""8""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""7459.71725""","=""0.00022""","=""""","=""3.7456e+05""",AAA,"=""105291.62867""","=""[106632.1620536]""","=""5p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.72976""","=""0.00022""","=""""","=""2.4295e+05""",AAA,"=""[105291.63094]""","=""[106632.1620756]""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.78520""","=""0.00022""","=""""","=""8.9393e+04""",AAA,"=""105291.62867""","=""106632.1498416""","=""5p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.80517""","=""0.00022""","=""""","=""2.4296e+05""",AAA,"=""[105291.63094]""","=""[106632.1485242]""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.82191""","=""0.00013""","=""""","=""6.7504e+05""",AAA,"=""105291.651993""","=""(106632.16656761)""","=""5d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.82244""","=""0.00022""","=""""","=""4.4948e+05""",AAA,"=""105291.65209""","=""106632.1665697""","=""5p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.84691""","=""0.00013""","=""""","=""9.5934e+03""",AAA,"=""105291.651993""","=""[106632.1620756]""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.84757""","=""0.00022""","=""""","=""7.4915e+04""",AAA,"=""105291.65209""","=""[106632.1620536]""","=""5p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.85277""","=""0.00013""","=""""","=""7.2326e+05""",AAA,"=""[105291.659796]""","=""(106632.16882614)""","=""5d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.8530091""","=""0.0000006""","=""""","=""1.0662e+06""",AAA,"=""(105291.65983494)""","=""(106632.16882188)""","=""5f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.86534""","=""0.00013""","=""""","=""4.8217e+04""",AAA,"=""[105291.659796]""","=""(106632.16656761)""","=""5d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.8655424""","=""0.0000022""","=""""","=""1.8609e+03""",AAA,"=""(105291.65983494)""","=""106632.1665697""","=""5f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.8670""","=""0.0003""","=""""","=""1.1057e+06""",AAA,"=""105291.66370""","=""(106632.17017701)""","=""5f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.86716042""","=""0.00000005""","=""""","=""1.6083e+06""",AAA,"=""(105291.66373033)""","=""(106632.17017434)""","=""5g""","=""2G""","=""7/2""","=""6h""","=""2H*""","=""9/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.8745""","=""0.0003""","=""""","=""3.9489e+04""",AAA,"=""105291.66370""","=""(106632.16882188)""","=""5f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""7/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.87466311""","=""0.00000005""","=""""","=""3.1591e+02""",AAA,"=""(105291.66373033)""","=""(106632.16882614)""","=""5g""","=""2G""","=""7/2""","=""6f""","=""2F*""","=""7/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.87516407""","=""0.00000005""","=""""","=""1.6448e+06""",AAA,"=""(105291.66607200)""","=""(106632.17107779)""","=""5g""","=""2G""","=""9/2""","=""6h""","=""2H*""","=""11/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.88019175""","=""0.00000005""","=""""","=""3.6552e+04""",AAA,"=""(105291.66607200)""","=""(106632.17017434)""","=""5g""","=""2G""","=""9/2""","=""6h""","=""2H*""","=""9/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.8871""","=""0.0003""","=""""","=""3.7220e+04""",AAA,"=""105291.66370""","=""106632.1665697""","=""5f""","=""2F*""","=""7/2""","=""6d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.88723179""","=""0.00000005""","=""""","=""1.1373e+04""",AAA,"=""(105291.66373033)""","=""(106632.16656761)""","=""5g""","=""2G""","=""7/2""","=""6f""","=""2F*""","=""5/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.88769446""","=""0.00000005""","=""""","=""1.1057e+04""",AAA,"=""(105291.66607200)""","=""(106632.16882614)""","=""5g""","=""2G""","=""9/2""","=""6f""","=""2F*""","=""7/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.89034""","=""0.00013""","=""""","=""8.6344e+04""",AAA,"=""[105291.659796]""","=""[106632.1620756]""","=""5d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.890674""","=""0.000007""","=""""","=""3.9082e+04""",AAA,"=""(105291.65983494)""","=""[106632.1620536]""","=""5f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
"=""7459.90""","=""0.06""","=""7459.84""","=""0.03""","=""(3000)""","=""1.0254e+06""",AAA,"=""105291.657""","=""106632.1681""","=""5""","=""""","=""""","=""6""","=""""","=""""",,"=""T8637""","=""L7452""",
"=""""","=""""","=""7459.91553""","=""0.00022""","=""""","=""1.7880e+05""",AAA,"=""105291.65209""","=""106632.1498416""","=""5p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7459.92233""","=""0.00013""","=""""","=""9.5946e+04""",AAA,"=""105291.651993""","=""[106632.1485242]""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""","=""7495.087""","=""0.007""","=""""","=""1.6635e+03""",AAA,"=""107965.0568""","=""[109299.2642]""","=""8""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""""",
"=""7502.44""","=""0.17""","=""7502.502""","=""0.012""","=""620""","=""1.5609e+05""",AAA,"=""106632.1681""","=""107965.0568""","=""6""","=""""","=""""","=""8""","=""""","=""""",,"=""T8637""","=""L7452""",
"=""""","=""""","=""7508.107""","=""0.008""","=""(360)""","=""2.1174e+04""",AAA,"=""107440.4508""","=""108772.3445""","=""7""","=""""","=""""","=""11""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""7780.366""","=""0.010""","=""(130)""","=""2.3306e+03""",AAA,"=""107965.0568""","=""[109250.3433]""","=""8""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""""",
"=""8154.84""","=""0.05""","=""8154.887""","=""0.011""","=""120""","=""3.3586e+03""",AAA,"=""107965.0568""","=""[109191.3154]""","=""8""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""L7424c32""",
"=""8664.460""","=""0.023""","=""8664.498""","=""0.011""","=""180""","=""5.0098e+03""",AAA,"=""107965.0568""","=""[109119.1917]""","=""8""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""L7424c32""",
"=""8760.064""","=""0.014""","=""8760.068""","=""0.012""","=""420""","=""3.9049e+04""",AAA,"=""107440.4508""","=""108581.9945""","=""7""","=""""","=""""","=""10""","=""""","=""""",,"=""T8637""","=""L7424c32""",
"=""""","=""""","=""9260.526""","=""0.010""","=""""","=""6.4524e+02""",AAA,"=""108324.7253""","=""[109404.5776]""","=""9""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""9392.03""","=""0.03""","=""9392.013""","=""0.014""","=""60""","=""7.8037e+03""",AAA,"=""107965.0568""","=""[109029.7913]""","=""8""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""L7424c32""",
"=""""","=""""","=""9521.722""","=""0.011""","=""""","=""8.5550e+02""",AAA,"=""108324.7253""","=""[109374.9555]""","=""9""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""9847.025""","=""0.012""","=""""","=""1.1562e+03""",AAA,"=""108324.7253""","=""[109340.2604]""","=""9""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""10261.263""","=""0.013""","=""""","=""1.5979e+03""",AAA,"=""108324.7253""","=""[109299.2642]""","=""9""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""""",
"=""10503.507""","=""0.018""","=""10503.494""","=""0.012""","=""190""","=""1.2870e+04""",AAA,"=""107965.0568""","=""108917.1209""","=""8""","=""""","=""""","=""12""","=""""","=""""",,"=""T8637""","=""L7424c32""",
"=""10803.59""","=""0.07""","=""10803.593""","=""0.020""","=""80""","=""2.2679e+03""",AAA,"=""108324.7253""","=""[109250.3433]""","=""9""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""L7424c32""",
"=""11308.681""","=""0.018""","=""11308.706""","=""0.017""","=""420""","=""8.2370e+04""",AAA,"=""107440.4508""","=""108324.7253""","=""7""","=""""","=""""","=""9""","=""""","=""""",,"=""T8637""","=""L7424c32""",
"=""11539.54""","=""0.04""","=""11539.481""","=""0.021""","=""110""","=""3.3253e+03""",AAA,"=""108324.7253""","=""[109191.3154]""","=""9""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""L6002""",
"=""""","=""""","=""12156.826""","=""0.019""","=""""","=""6.1733e+02""",AAA,"=""108581.9945""","=""[109404.5776]""","=""10""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""12371.912""","=""0.020""","=""12371.91""","=""0.03""","=""410""","=""4.5608e+05""",AAA,"=""106632.1681""","=""107440.4508""","=""6""","=""""","=""""","=""7""","=""""","=""""",,"=""T8637""","=""L7424c32""",
"=""12387.153""","=""0.018""","=""12387.158""","=""0.017""","=""340""","=""2.3007e+04""",AAA,"=""107965.0568""","=""108772.3445""","=""8""","=""""","=""""","=""11""","=""""","=""""",,"=""T8637""","=""L7424c32""",
"=""12587.05""","=""0.03""","=""12587.065""","=""0.022""","=""210""","=""5.0797e+03""",AAA,"=""108324.7253""","=""[109119.1917]""","=""9""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""L7424c32""",
"=""""","=""""","=""12610.961""","=""0.021""","=""""","=""8.2526e+02""",AAA,"=""108581.9945""","=""[109374.9555]""","=""10""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""13187.986""","=""0.023""","=""""","=""1.1269e+03""",AAA,"=""108581.9945""","=""[109340.2604]""","=""10""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""13941.76""","=""0.03""","=""""","=""1.5782e+03""",AAA,"=""108581.9945""","=""[109299.2642]""","=""10""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""14183.07""","=""0.03""","=""(130)""","=""8.1919e+03""",AAA,"=""108324.7253""","=""[109029.7913]""","=""9""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""14962.25""","=""0.04""","=""(70)""","=""2.2796e+03""",AAA,"=""108581.9945""","=""[109250.3433]""","=""10""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""15816.95""","=""0.03""","=""""","=""6.0262e+02""",AAA,"=""108772.3445""","=""[109404.5776]""","=""11""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""16209.09""","=""0.04""","=""(270)""","=""4.6762e+04""",AAA,"=""107965.0568""","=""108581.9945""","=""8""","=""""","=""""","=""10""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""16411.71""","=""0.05""","=""(70)""","=""3.4241e+03""",AAA,"=""108581.9945""","=""[109191.3154]""","=""10""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""16594.45""","=""0.03""","=""""","=""8.1411e+02""",AAA,"=""108772.3445""","=""[109374.9555]""","=""11""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""16880.61""","=""0.03""","=""(140)""","=""1.4269e+04""",AAA,"=""108324.7253""","=""108917.1209""","=""9""","=""""","=""""","=""12""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""17608.24""","=""0.04""","=""""","=""1.1267e+03""",AAA,"=""108772.3445""","=""[109340.2604]""","=""11""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""18615.14""","=""0.06""","=""(80)""","=""5.4172e+03""",AAA,"=""108581.9945""","=""[109119.1917]""","=""10""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""18978.22""","=""0.04""","=""""","=""1.6062e+03""",AAA,"=""108772.3445""","=""[109299.2642]""","=""11""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""""",
"=""19061.96""","=""0.04""","=""19061.92""","=""0.04""","=""540""","=""2.2720e+05""",AAA,"=""107440.4508""","=""107965.0568""","=""7""","=""""","=""""","=""8""","=""""","=""""",,"=""T8637""","=""L7455""",
"=""""","=""""","=""20514.64""","=""0.05""","=""""","=""6.0050e+02""",AAA,"=""108917.1209""","=""[109404.5776]""","=""12""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""20920.55""","=""0.07""","=""(19)""","=""2.3773e+03""",AAA,"=""108772.3445""","=""[109250.3433]""","=""11""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""21841.95""","=""0.05""","=""""","=""8.2236e+02""",AAA,"=""108917.1209""","=""[109374.9555]""","=""12""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""22331.56""","=""0.09""","=""(90)""","=""9.2309e+03""",AAA,"=""108581.9945""","=""[109029.7913]""","=""10""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""22340.42""","=""0.06""","=""(140)""","=""2.8131e+04""",AAA,"=""108324.7253""","=""108772.3445""","=""9""","=""""","=""""","=""11""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""23632.87""","=""0.06""","=""""","=""1.1587e+03""",AAA,"=""108917.1209""","=""[109340.2604]""","=""12""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""23868.01""","=""0.09""","=""(21)""","=""3.6992e+03""",AAA,"=""108772.3445""","=""[109191.3154]""","=""11""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""26168.19""","=""0.08""","=""""","=""1.6929e+03""",AAA,"=""108917.1209""","=""[109299.2642]""","=""12""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""26681.87""","=""0.10""","=""""","=""6.1190e+02""",AAA,"=""[109029.7913]""","=""[109404.5776]""","=""13""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""27803.50""","=""0.08""","=""27803.38""","=""0.08""","=""(220)""","=""1.2328e+05""",AAA,"=""107965.0568""","=""108324.7253""","=""8""","=""""","=""""","=""9""","=""""","=""""",,"=""T8637""","=""L7455""",
"=""""","=""""","=""28831.14""","=""0.12""","=""(21)""","=""6.1856e+03""",AAA,"=""108772.3445""","=""[109119.1917]""","=""11""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""28971.72""","=""0.12""","=""""","=""8.5323e+02""",AAA,"=""[109029.7913]""","=""[109374.9555]""","=""13""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""29839.49""","=""0.12""","=""(80)""","=""1.7740e+04""",AAA,"=""108581.9945""","=""108917.1209""","=""10""","=""""","=""""","=""12""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""30009.99""","=""0.14""","=""(14)""","=""2.5962e+03""",AAA,"=""108917.1209""","=""[109250.3433]""","=""12""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""32209.32""","=""0.15""","=""""","=""1.2323e+03""",AAA,"=""[109029.7913]""","=""[109340.2604]""","=""13""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""35040.27""","=""0.16""","=""""","=""6.3972e+02""",AAA,"=""[109119.1917]""","=""[109404.5776]""","=""14""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""36470.46""","=""0.20""","=""(14)""","=""4.2709e+03""",AAA,"=""108917.1209""","=""[109191.3154]""","=""12""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""37109.48""","=""0.19""","=""""","=""1.8658e+03""",AAA,"=""[109029.7913]""","=""[109299.2642]""","=""13""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""38842.98""","=""0.24""","=""(20)""","=""1.1633e+04""",AAA,"=""108772.3445""","=""[109029.7913]""","=""11""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""38869.79""","=""0.21""","=""(110)""","=""7.1514e+04""",AAA,"=""108324.7253""","=""108581.9945""","=""9""","=""""","=""""","=""10""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""39098.57""","=""0.20""","=""""","=""9.1446e+02""",AAA,"=""[109119.1917]""","=""[109374.9555]""","=""14""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""45234.8""","=""0.3""","=""""","=""1.3689e+03""",AAA,"=""[109119.1917]""","=""[109340.2604]""","=""14""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""45340.8""","=""0.4""","=""(22)""","=""3.0257e+03""",AAA,"=""[109029.7913]""","=""[109250.3433]""","=""13""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""46890.6""","=""0.3""","=""""","=""6.9026e+02""",AAA,"=""[109191.3154]""","=""[109404.5776]""","=""15""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""49487.6""","=""0.3""","=""(13)""","=""7.8842e+03""",AAA,"=""108917.1209""","=""[109119.1917]""","=""12""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""52534.8""","=""0.4""","=""(60)""","=""4.3766e+04""",AAA,"=""108581.9945""","=""108772.3445""","=""10""","=""""","=""""","=""11""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""54454.3""","=""0.4""","=""""","=""1.0228e+03""",AAA,"=""[109191.3154]""","=""[109374.9555]""","=""15""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""55533.2""","=""0.4""","=""""","=""2.1920e+03""",AAA,"=""[109119.1917]""","=""[109299.2642]""","=""14""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""61910.3""","=""0.7""","=""(20)""","=""5.4961e+03""",AAA,"=""[109029.7913]""","=""[109191.3154]""","=""13""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""64836.4""","=""0.6""","=""""","=""7.7670e+02""",AAA,"=""[109250.3433]""","=""[109404.5776]""","=""16""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""67138.9""","=""0.6""","=""""","=""1.6195e+03""",AAA,"=""[109191.3154]""","=""[109340.2604]""","=""15""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""69071.7""","=""2.4""","=""69072.0""","=""0.5""","=""14bl""","=""2.7989e+04""",AAA,"=""108772.3445""","=""108917.1209""","=""11""","=""""","=""""","=""12""","=""""","=""""",,"=""T8637""","=""u32""",
"=""""","=""""","=""76247.6""","=""1.0""","=""(28)""","=""3.9258e+03""",AAA,"=""[109119.1917]""","=""[109250.3433]""","=""14""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""80249.0""","=""0.9""","=""""","=""1.2175e+03""",AAA,"=""[109250.3433]""","=""[109374.9555]""","=""16""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""88761.0""","=""8.0""","=""88754.5""","=""1.1""","=""9bl""","=""1.8569e+04""",AAA,"=""108917.1209""","=""[109029.7913]""","=""12""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""u32""",
"=""""","=""""","=""92636.5""","=""1.1""","=""""","=""2.8644e+03""",AAA,"=""[109191.3154]""","=""[109299.2642]""","=""15""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""94954.7""","=""1.3""","=""""","=""9.2951e+02""",AAA,"=""[109299.2642]""","=""[109404.5776]""","=""17""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""111213.6""","=""1.7""","=""""","=""2.1295e+03""",AAA,"=""[109250.3433]""","=""[109340.2604]""","=""16""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""111863.0""","=""9.0""","=""111856.3""","=""2.3""","=""14bl""","=""1.2709e+04""",AAA,"=""[109029.7913]""","=""[109119.1917]""","=""13""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""u32""",
"=""""","=""""","=""132115.6""","=""2.4""","=""""","=""1.6097e+03""",AAA,"=""[109299.2642]""","=""[109374.9555]""","=""17""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""138750.0""","=""80.0""","=""138651""","=""3""","=""19""","=""8.9344e+03""",AAA,"=""[109119.1917]""","=""[109191.3154]""","=""14""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""L7352""",
"=""""","=""""","=""155479""","=""3""","=""""","=""1.2350e+03""",AAA,"=""[109340.2604]""","=""[109404.5776]""","=""18""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
"=""169423.0""","=""14.0""","=""169411""","=""5""","=""16""","=""6.4283e+03""",AAA,"=""[109191.3154]""","=""[109250.3433]""","=""15""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""L7352""",
