p_name,h_name,default_flag,num_s,num_p,disc_method,disc_year,disc_facility,controversial_flag,p_mass,orbital_period,eccentricity,p_eqt,s_efft,s_radius,s_mass,s_sgravity,ra,dec,h_dist,h_vmag,p_pubdate
Kepler-1215 b,Kepler-1215,0,1,1,Transit,2016,Kepler,0,,4.76703963,0,1046,5629,0.937,0.864,4.43,297.4636477,48.1813978,661.022,14.539,9/24/2015
Kepler-1215 b,Kepler-1215,0,1,1,Transit,2016,Kepler,0,,4.76702759,0,1046,5629,0.937,0.864,4.43,297.4636477,48.1813978,661.022,14.539,8/31/2017 0:00
Kepler-1215 b,Kepler-1215,0,1,1,Transit,2016,Kepler,0,,4.76703963,0,1046,5629,0.937,0.864,4.43,297.4636477,48.1813978,661.022,14.539,12/18/2014
Kepler-1215 b,Kepler-1215,0,1,1,Transit,2016,Kepler,0,,4.767044507,,,5432,0.915914,0.95,4.49208,297.4636477,48.1813978,661.022,14.539,2019-03
Kepler-1215 b,Kepler-1215,0,1,1,Transit,2016,Kepler,0,,,,,5633,0.885,,,297.4636477,48.1813978,661.022,14.539,2018-10
Kepler-1216 b,Kepler-1216,0,1,1,Transit,2016,Kepler,0,,,,,5654,1.105,,,287.4052661,45.917979,1258.36,15.262,2018-10
Kepler-1216 b,Kepler-1216,0,1,1,Transit,2016,Kepler,0,,4.370613067,,,5693,1.11795,1.01,4.34555,287.4052661,45.917979,1258.36,15.262,2019-03
Kepler-1216 b,Kepler-1216,0,1,1,Transit,2016,Kepler,0,,4.37033233,,,5693,1.11795,1.01,4.34555,287.4052661,45.917979,1258.36,15.262,8/16/2018
Kepler-1216 b,Kepler-1216,0,1,1,Transit,2016,Kepler,0,,4.37033233,0,1191,5657,1.182,0.975,4.282,287.4052661,45.917979,1258.36,15.262,8/31/2017 0:00
Kepler-1216 b,Kepler-1216,0,1,1,Transit,2016,Kepler,0,,4.37034536,0,1155,6063,1.012,1.117,4.476,287.4052661,45.917979,1258.36,15.262,12/18/2014
Kepler-1216 b,Kepler-1216,0,1,1,Transit,2016,Kepler,0,,4.370381,0,1113,6002,0.94,1.04,4.51,287.4052661,45.917979,1258.36,15.262,1/8/2014
Kepler-1216 b,Kepler-1216,1,1,1,Transit,2016,Kepler,0,,4.37034536,,,5743,0.98,0.99,4.46,287.4052661,45.917979,1258.36,15.262,2016-05
Kepler-1216 b,Kepler-1216,0,1,1,Transit,2016,Kepler,0,,4.37034536,0,1155,6063,1.012,1.117,4.476,287.4052661,45.917979,1258.36,15.262,12/4/2014
Kepler-1216 b,Kepler-1216,0,1,1,Transit,2016,Kepler,0,,4.37034536,0,1155,6063,1.012,1.117,4.476,287.4052661,45.917979,1258.36,15.262,9/24/2015
Kepler-1217 b,Kepler-1217,0,1,1,Transit,2016,Kepler,0,,2.032316638,,,5852,1.07297,1.06,4.4022,289.1866841,50.9375614,1347.71,15.343,2019-03
Kepler-1217 b,Kepler-1217,0,1,1,Transit,2016,Kepler,0,,2.032325072,0,1541,6156,1.05,1.114,4.443,289.1866841,50.9375614,1347.71,15.343,12/4/2014
Kepler-1217 b,Kepler-1217,0,1,1,Transit,2016,Kepler,0,,2.032325072,0,1541,6156,1.05,1.114,4.443,289.1866841,50.9375614,1347.71,15.343,12/18/2014
Kepler-1217 b,Kepler-1217,0,1,1,Transit,2016,Kepler,0,,2.032319072,0,1542,6156,1.05,1.114,4.443,289.1866841,50.9375614,1347.71,15.343,8/31/2017 0:00
Kepler-1217 b,Kepler-1217,0,1,1,Transit,2016,Kepler,0,,2.032324,0,1487,6111,0.97,1.07,4.49,289.1866841,50.9375614,1347.71,15.343,1/8/2014
Kepler-1217 b,Kepler-1217,0,1,1,Transit,2016,Kepler,0,,2.032325072,0,1541,6156,1.05,1.114,4.443,289.1866841,50.9375614,1347.71,15.343,9/24/2015
Kepler-1217 b,Kepler-1217,0,1,1,Transit,2016,Kepler,0,,2.032319072,,,5852,1.07297,1.06,4.4022,289.1866841,50.9375614,1347.71,15.343,8/16/2018
Kepler-1217 b,Kepler-1217,1,1,1,Transit,2016,Kepler,0,,2.032325072,,,5905,1.08,1.06,4.4,289.1866841,50.9375614,1347.71,15.343,2016-05
Kepler-1217 b,Kepler-1217,0,1,1,Transit,2016,Kepler,0,,,,,6151,1.038,,,289.1866841,50.9375614,1347.71,15.343,2018-10
Kepler-1218 b,Kepler-1218,0,1,1,Transit,2016,Kepler,0,,22.9221266,0,684,5897,1.081,0.97,4.357,291.5788505,44.5316825,840.503,13.73,12/4/2014
Kepler-1218 b,Kepler-1218,0,1,1,Transit,2016,Kepler,0,,22.9221181,,,5861.91,1.47249,1.06,4.12727,291.5788505,44.5316825,840.503,13.73,8/16/2018
Kepler-1218 b,Kepler-1218,0,1,1,Transit,2016,Kepler,0,,22.9221266,0,684,5897,1.081,0.97,4.357,291.5788505,44.5316825,840.503,13.73,12/18/2014
Kepler-1218 b,Kepler-1218,1,1,1,Transit,2016,Kepler,0,,22.9221266,,,5986,1.1,1.06,4.38,291.5788505,44.5316825,840.503,13.73,2016-05
Kepler-1218 b,Kepler-1218,0,1,1,Transit,2016,Kepler,0,,22.92295825,,,5861.91,1.47249,1.06,4.12727,291.5788505,44.5316825,840.503,13.73,2019-03
Kepler-1218 b,Kepler-1218,0,1,1,Transit,2016,Kepler,0,,,,,5832,1.413,,,291.5788505,44.5316825,840.503,13.73,2018-10
Kepler-1218 b,Kepler-1218,0,1,1,Transit,2016,Kepler,0,,22.92213644,,,5861.91,1.47249,1.06,4.12727,291.5788505,44.5316825,840.503,13.73,2016-07
Kepler-1218 b,Kepler-1218,0,1,1,Transit,2016,Kepler,0,,22.9221181,0,684,5897,1.081,0.97,4.357,291.5788505,44.5316825,840.503,13.73,8/31/2017 0:00
Kepler-1218 b,Kepler-1218,0,1,1,Transit,2016,Kepler,0,,22.9221266,,,5832,1.387,0.98,,291.5788505,44.5316825,840.503,13.73,2018-12
Kepler-1218 b,Kepler-1218,0,1,1,Transit,2016,Kepler,0,,22.9221266,0,684,5897,1.081,0.97,4.357,291.5788505,44.5316825,840.503,13.73,9/24/2015
Kepler-1218 b,Kepler-1218,0,1,1,Transit,2016,Kepler,0,,22.92272,0,754,6282,1.22,1.12,4.32,291.5788505,44.5316825,840.503,13.73,1/8/2014
Kepler-1219 b,Kepler-1219,0,1,1,Transit,2016,Kepler,0,,,,,6003,2.726,,,297.2158443,47.3785082,880.895,12.339,2018-10
Kepler-1219 b,Kepler-1219,0,1,1,Transit,2016,Kepler,0,,16.10467749,0,825,6053,1.188,0.991,4.284,297.2158443,47.3785082,880.895,12.339,12/18/2014
Kepler-1219 b,Kepler-1219,1,1,1,Transit,2016,Kepler,0,,16.10467749,,,5944,1.94,1.25,3.97,297.2158443,47.3785082,880.895,12.339,2016-05
Kepler-1219 b,Kepler-1219,0,1,1,Transit,2016,Kepler,0,,16.10438325,,,5799.61,2.87486,1.04,3.53787,297.2158443,47.3785082,880.895,12.339,2016-07
Kepler-1219 b,Kepler-1219,0,1,1,Transit,2016,Kepler,0,,16.10467749,,,6003,2.672,1.454,,297.2158443,47.3785082,880.895,12.339,2018-12
Kepler-1219 b,Kepler-1219,0,1,1,Transit,2016,Kepler,0,,16.10467749,0,825,6053,1.188,0.991,4.284,297.2158443,47.3785082,880.895,12.339,9/24/2015
Kepler-1219 b,Kepler-1219,0,1,1,Transit,2016,Kepler,0,,16.10467749,0,825,6053,1.188,0.991,4.284,297.2158443,47.3785082,880.895,12.339,12/4/2014
Kepler-1219 b,Kepler-1219,0,1,1,Transit,2016,Kepler,0,,16.10474503,,,5799.61,2.87486,1.04,3.53787,297.2158443,47.3785082,880.895,12.339,8/16/2018
Kepler-1219 b,Kepler-1219,0,1,1,Transit,2016,Kepler,0,,16.1051008,,,5799.61,2.87486,1.04,3.53787,297.2158443,47.3785082,880.895,12.339,2019-03
Kepler-1219 b,Kepler-1219,0,1,1,Transit,2016,Kepler,0,,16.10474503,0,1159,5822,2.886,1.464,3.683,297.2158443,47.3785082,880.895,12.339,8/31/2017 0:00
Kepler-1219 b,Kepler-1219,0,1,1,Transit,2016,Kepler,0,,16.10519,0,827,6052,1.21,1.04,4.29,297.2158443,47.3785082,880.895,12.339,1/8/2014
Kepler-122 b,Kepler-122,0,1,5,Transit,2014,Kepler,0,,5.766290088,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,2019-03
Kepler-122 b,Kepler-122,0,1,5,Transit,2014,Kepler,0,,5.76616658,,,6076,1.15,1.08,4.35,291.1118647,39.9490248,1027.45,14.403,2016-05
Kepler-122 b,Kepler-122,0,1,5,Transit,2014,Kepler,0,,5.76616658,0,1040,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,9/24/2015
Kepler-122 b,Kepler-122,0,1,5,Transit,2014,Kepler,0,,,,,5917,1.269,,,291.1118647,39.9490248,1027.45,14.403,2018-10
Kepler-122 b,Kepler-122,0,1,5,Transit,2014,Kepler,0,,5.76616658,,,5917,1.239,0.982,,291.1118647,39.9490248,1027.45,14.403,2018-12
Kepler-122 b,Kepler-122,0,1,5,Transit,2014,Kepler,0,,5.76616658,0,1040,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,12/4/2014
Kepler-122 b,Kepler-122,0,1,5,Transit,2014,Kepler,0,,5.766148,0,1048,6102,0.97,1.07,4.49,291.1118647,39.9490248,1027.45,14.403,1/8/2014
Kepler-122 b,Kepler-122,0,1,5,Transit,2014,Kepler,0,,5.76616658,0,1040,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,12/18/2014
Kepler-122 b,Kepler-122,0,1,5,Transit,2014,Kepler,0,,5.766165573,0,1159,6038,1.191,0.995,4.284,291.1118647,39.9490248,1027.45,14.403,8/31/2017 0:00
Kepler-122 b,Kepler-122,0,1,5,Transit,2014,Kepler,0,,5.76617305,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,2016-07
Kepler-122 b,Kepler-122,1,1,5,Transit,2014,Kepler,0,,5.766193,,,6050,1.216,,4.299,291.1118647,39.9490248,1027.45,14.403,2014-03
Kepler-122 b,Kepler-122,0,1,5,Transit,2014,Kepler,0,,5.766165573,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,8/16/2018
Kepler-122 c,Kepler-122,0,1,5,Transit,2014,Kepler,0,,12.46599556,,,6076,1.15,1.08,4.35,291.1118647,39.9490248,1027.45,14.403,2016-05
Kepler-122 c,Kepler-122,0,1,5,Transit,2014,Kepler,0,,12.46606378,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,2019-03
Kepler-122 c,Kepler-122,0,1,5,Transit,2014,Kepler,0,,12.46599556,0,804,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,12/4/2014
Kepler-122 c,Kepler-122,0,1,5,Transit,2014,Kepler,0,,12.46600439,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,2016-07
Kepler-122 c,Kepler-122,0,1,5,Transit,2014,Kepler,0,,,,,5917,1.269,,,291.1118647,39.9490248,1027.45,14.403,2018-10
Kepler-122 c,Kepler-122,0,1,5,Transit,2014,Kepler,0,,12.46599556,,,5917,1.239,0.982,,291.1118647,39.9490248,1027.45,14.403,2018-12
Kepler-122 c,Kepler-122,1,1,5,Transit,2014,Kepler,0,,12.465988,,,6050,1.216,,4.299,291.1118647,39.9490248,1027.45,14.403,2014-03
Kepler-122 c,Kepler-122,0,1,5,Transit,2014,Kepler,0,,12.466071,0,807,6102,0.97,1.07,4.49,291.1118647,39.9490248,1027.45,14.403,1/8/2014
Kepler-122 c,Kepler-122,0,1,5,Transit,2014,Kepler,0,,12.46599556,0,804,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,9/24/2015
Kepler-122 c,Kepler-122,0,1,5,Transit,2014,Kepler,0,,12.46600444,0,897,6038,1.191,0.995,4.284,291.1118647,39.9490248,1027.45,14.403,8/31/2017 0:00
Kepler-122 c,Kepler-122,0,1,5,Transit,2014,Kepler,0,,12.46600444,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,8/16/2018
Kepler-122 c,Kepler-122,0,1,5,Transit,2014,Kepler,0,,12.46599556,0,804,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,12/18/2014
Kepler-122 d,Kepler-122,0,1,5,Transit,2014,Kepler,0,,21.58622462,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,2019-03
Kepler-122 d,Kepler-122,0,1,5,Transit,2014,Kepler,0,,21.58752788,0,747,6038,1.191,0.995,4.284,291.1118647,39.9490248,1027.45,14.403,8/31/2017 0:00
Kepler-122 d,Kepler-122,0,1,5,Transit,2014,Kepler,0,,,,,5917,1.269,,,291.1118647,39.9490248,1027.45,14.403,2018-10
Kepler-122 d,Kepler-122,0,1,5,Transit,2014,Kepler,0,,21.58738,0,674,6102,0.97,1.07,4.49,291.1118647,39.9490248,1027.45,14.403,1/8/2014
Kepler-122 d,Kepler-122,0,1,5,Transit,2014,Kepler,0,,21.5878875,0,670,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,12/18/2014
Kepler-122 d,Kepler-122,0,1,5,Transit,2014,Kepler,0,,21.58704822,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,2016-07
Kepler-122 d,Kepler-122,0,1,5,Transit,2014,Kepler,0,,21.5878875,,,6076,1.15,1.08,4.35,291.1118647,39.9490248,1027.45,14.403,2016-05
Kepler-122 d,Kepler-122,0,1,5,Transit,2014,Kepler,0,,21.5878875,,,5917,1.239,0.982,,291.1118647,39.9490248,1027.45,14.403,2018-12
Kepler-122 d,Kepler-122,0,1,5,Transit,2014,Kepler,0,,21.58752788,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,8/16/2018
Kepler-122 d,Kepler-122,1,1,5,Transit,2014,Kepler,0,,21.587475,,,6050,1.216,,4.299,291.1118647,39.9490248,1027.45,14.403,2014-03
Kepler-122 d,Kepler-122,0,1,5,Transit,2014,Kepler,0,,21.5878875,0,670,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,9/24/2015
Kepler-122 d,Kepler-122,0,1,5,Transit,2014,Kepler,0,,21.5878875,0,670,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,12/4/2014
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,,37.9963981,,,5917,1.239,0.982,,291.1118647,39.9490248,1027.45,14.403,2018-12
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,,,,,5917,1.269,,,291.1118647,39.9490248,1027.45,14.403,2018-10
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,,37.99461932,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,2019-03
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,,37.9963981,0,555,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,12/4/2014
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,,37.9962369,0,618,6038,1.191,0.995,4.284,291.1118647,39.9490248,1027.45,14.403,8/31/2017 0:00
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,,37.9963981,,,6076,1.15,1.08,4.35,291.1118647,39.9490248,1027.45,14.403,2016-05
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,,37.99441,0,558,6102,0.97,1.07,4.49,291.1118647,39.9490248,1027.45,14.403,1/8/2014
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,,37.9963981,0,555,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,12/18/2014
Kepler-122 e,Kepler-122,1,1,5,Transit,2014,Kepler,0,,37.993273,,,6050,1.216,,4.299,291.1118647,39.9490248,1027.45,14.403,2014-03
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,,37.99487832,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,2016-07
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,27.7,38,,,,0.949,1.03,,291.1118647,39.9490248,1027.45,14.403,2014-05
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,,37.9962369,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,8/16/2018
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,0,,37.9963981,0,555,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,9/24/2015
Kepler-122 f,Kepler-122,0,1,5,Transit Timing Variations,2014,Kepler,0,,56.2587885,,,6076,1.15,1.08,4.35,291.1118647,39.9490248,1027.45,14.403,2016-05
Kepler-122 f,Kepler-122,0,1,5,Transit Timing Variations,2014,Kepler,0,,56.2590881,0,543,6038,1.191,0.995,4.284,291.1118647,39.9490248,1027.45,14.403,8/31/2017 0:00
Kepler-122 f,Kepler-122,0,1,5,Transit Timing Variations,2014,Kepler,0,,56.2587885,,,5917,1.239,0.982,,291.1118647,39.9490248,1027.45,14.403,2018-12
Kepler-122 f,Kepler-122,0,1,5,Transit Timing Variations,2014,Kepler,0,,56.2587885,0,487,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,12/4/2014
Kepler-122 f,Kepler-122,0,1,5,Transit Timing Variations,2014,Kepler,0,,56.25696,0,489,6102,0.97,1.07,4.49,291.1118647,39.9490248,1027.45,14.403,1/8/2014
Kepler-122 f,Kepler-122,1,1,5,Transit Timing Variations,2014,Kepler,0,36,56.268,,,,0.949,1.03,,291.1118647,39.9490248,1027.45,14.403,2014-05
Kepler-122 f,Kepler-122,0,1,5,Transit Timing Variations,2014,Kepler,0,,56.2590881,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,8/16/2018
Kepler-122 f,Kepler-122,0,1,5,Transit Timing Variations,2014,Kepler,0,,56.26038914,,,6012,1.25771,1.11,4.28423,291.1118647,39.9490248,1027.45,14.403,2016-07
Kepler-122 f,Kepler-122,0,1,5,Transit Timing Variations,2014,Kepler,0,,56.2587885,0,487,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,12/18/2014
Kepler-122 f,Kepler-122,0,1,5,Transit Timing Variations,2014,Kepler,0,,,,,5917,1.269,,,291.1118647,39.9490248,1027.45,14.403,2018-10
Kepler-122 f,Kepler-122,0,1,5,Transit Timing Variations,2014,Kepler,0,,56.2587885,0,487,6103,0.949,1.028,4.496,291.1118647,39.9490248,1027.45,14.403,9/24/2015
Kepler-1220 b,Kepler-1220,0,1,1,Transit,2016,Kepler,0,,,,,5575,1.051,,,297.070398,42.9777396,961.907,15.194,2018-10
Kepler-1220 b,Kepler-1220,0,1,1,Transit,2016,Kepler,0,,7.42693741,0,923,5745,0.908,0.778,4.412,297.070398,42.9777396,961.907,15.194,9/24/2015
Kepler-1220 b,Kepler-1220,0,1,1,Transit,2016,Kepler,0,,7.42693741,0,923,5745,0.908,0.778,4.412,297.070398,42.9777396,961.907,15.194,12/18/2014
Kepler-1220 b,Kepler-1220,0,1,1,Transit,2016,Kepler,0,,7.42697378,0,899,5573,0.982,0.957,4.434,297.070398,42.9777396,961.907,15.194,8/31/2017 0:00
Kepler-1220 b,Kepler-1220,1,1,1,Transit,2016,Kepler,0,,7.42693741,,,5842,0.99,1,4.45,297.070398,42.9777396,961.907,15.194,2016-05
Kepler-1220 b,Kepler-1220,0,1,1,Transit,2016,Kepler,0,,7.42716,0,944,5811,0.99,0.942,4.42,297.070398,42.9777396,961.907,15.194,1/8/2014
Kepler-1220 b,Kepler-1220,0,1,1,Transit,2016,Kepler,0,,7.42693741,0,923,5745,0.908,0.778,4.412,297.070398,42.9777396,961.907,15.194,12/4/2014
Kepler-1220 b,Kepler-1220,0,1,1,Transit,2016,Kepler,0,,7.42697378,,,5873,0.993887,1.06,4.4687,297.070398,42.9777396,961.907,15.194,8/16/2018
Kepler-1220 b,Kepler-1220,0,1,1,Transit,2016,Kepler,0,,7.426900844,,,5873,0.993887,1.06,4.4687,297.070398,42.9777396,961.907,15.194,2019-03
Kepler-1221 b,Kepler-1221,0,1,1,Transit,2016,Kepler,0,,12.00089667,0,632,5195,0.69,0.688,4.598,285.8223636,45.7118423,913.65,15.909,8/31/2017 0:00
Kepler-1221 b,Kepler-1221,0,1,1,Transit,2016,Kepler,0,,12.00100172,,,,,,,285.8223636,45.7118423,913.65,15.909,2019-03
Kepler-1221 b,Kepler-1221,0,1,1,Transit,2016,Kepler,0,,12.00095,0,653,5275,0.76,0.825,4.6,285.8223636,45.7118423,913.65,15.909,1/8/2014
Kepler-1221 b,Kepler-1221,0,1,1,Transit,2016,Kepler,0,,12.00096042,0,632,5195,0.69,0.688,4.598,285.8223636,45.7118423,913.65,15.909,12/4/2014
Kepler-1221 b,Kepler-1221,1,1,1,Transit,2016,Kepler,0,,12.00096042,,,5194,0.82,0.87,4.55,285.8223636,45.7118423,913.65,15.909,2016-05
Kepler-1221 b,Kepler-1221,0,1,1,Transit,2016,Kepler,0,,12.00096042,0,632,5195,0.69,0.688,4.598,285.8223636,45.7118423,913.65,15.909,9/24/2015
Kepler-1221 b,Kepler-1221,0,1,1,Transit,2016,Kepler,0,,12.00100299,,,,,,,285.8223636,45.7118423,913.65,15.909,2016-07
Kepler-1221 b,Kepler-1221,0,1,1,Transit,2016,Kepler,0,,12.00089667,,,,,,,285.8223636,45.7118423,913.65,15.909,8/16/2018
Kepler-1221 b,Kepler-1221,0,1,1,Transit,2016,Kepler,0,,12.00096042,0,632,5195,0.69,0.688,4.598,285.8223636,45.7118423,913.65,15.909,12/18/2014
Kepler-1222 b,Kepler-1222,0,1,1,Transit,2016,Kepler,0,,1.916944254,0,1134,5166,0.678,0.752,4.65,294.889616,49.3798215,415.218,14.21,12/18/2014
Kepler-1222 b,Kepler-1222,0,1,1,Transit,2016,Kepler,0,,1.916944254,0,1134,5166,0.678,0.752,4.65,294.889616,49.3798215,415.218,14.21,12/4/2014
Kepler-1222 b,Kepler-1222,0,1,1,Transit,2016,Kepler,0,,1.916942065,,,5121,0.750133,0.862,4.6233,294.889616,49.3798215,415.218,14.21,2019-03
Kepler-1222 b,Kepler-1222,0,1,1,Transit,2016,Kepler,0,,1.916944254,0,1134,5166,0.678,0.752,4.65,294.889616,49.3798215,415.218,14.21,9/24/2015
Kepler-1222 b,Kepler-1222,0,1,1,Transit,2016,Kepler,0,,1.916940872,,,5121,0.750133,0.862,4.6233,294.889616,49.3798215,415.218,14.21,8/16/2018
Kepler-1222 b,Kepler-1222,0,1,1,Transit,2016,Kepler,0,,1.916944254,,,5066,0.742,0.797,,294.889616,49.3798215,415.218,14.21,2018-12
Kepler-1222 b,Kepler-1222,0,1,1,Transit,2016,Kepler,0,,1.916940872,0,1246,5083,0.872,0.815,4.468,294.889616,49.3798215,415.218,14.21,8/31/2017 0:00
Kepler-1222 b,Kepler-1222,0,1,1,Transit,2016,Kepler,0,,,,,5066,0.748,,,294.889616,49.3798215,415.218,14.21,2018-10
Kepler-1222 b,Kepler-1222,1,1,1,Transit,2016,Kepler,0,,1.916944254,,,5239,0.8,0.84,4.56,294.889616,49.3798215,415.218,14.21,2016-05
Kepler-1222 b,Kepler-1222,0,1,1,Transit,2016,Kepler,0,,1.916992,0,1170,5220,0.723,0.824,4.63,294.889616,49.3798215,415.218,14.21,1/8/2014
Kepler-1223 b,Kepler-1223,0,1,1,Transit,2016,Kepler,0,,16.3012727,,,4656,0.823977,0.74,4.47547,285.2956462,44.5527542,459.957,14.911,8/16/2018
Kepler-1223 b,Kepler-1223,0,1,1,Transit,2016,Kepler,0,,16.3012727,0,557,4873,0.796,0.836,4.558,285.2956462,44.5527542,459.957,14.911,8/31/2017 0:00
Kepler-1223 b,Kepler-1223,0,1,1,Transit,2016,Kepler,0,,16.301259,0,557,4875,0.795,0.838,4.561,285.2956462,44.5527542,459.957,14.911,12/4/2014
Kepler-1223 b,Kepler-1223,0,1,1,Transit,2016,Kepler,0,,16.30137438,,,4656,0.823977,0.74,4.47547,285.2956462,44.5527542,459.957,14.911,2016-07
Kepler-1223 b,Kepler-1223,0,1,1,Transit,2016,Kepler,0,,16.301259,0,557,4875,0.795,0.838,4.561,285.2956462,44.5527542,459.957,14.911,9/24/2015
Kepler-1223 b,Kepler-1223,0,1,1,Transit,2016,Kepler,0,,16.30177,0,512,4761,0.66,0.682,4.63,285.2956462,44.5527542,459.957,14.911,1/8/2014
Kepler-1223 b,Kepler-1223,0,1,1,Transit,2016,Kepler,0,,16.301259,0,557,4875,0.795,0.838,4.561,285.2956462,44.5527542,459.957,14.911,12/18/2014
Kepler-1223 b,Kepler-1223,1,1,1,Transit,2016,Kepler,0,,16.301259,,,4870,0.75,0.8,4.6,285.2956462,44.5527542,459.957,14.911,2016-05
Kepler-1223 b,Kepler-1223,0,1,1,Transit,2016,Kepler,0,,,,,4872,0.755,,,285.2956462,44.5527542,459.957,14.911,2018-10
Kepler-1223 b,Kepler-1223,0,1,1,Transit,2016,Kepler,0,,16.30124576,,,4656,0.823977,0.74,4.47547,285.2956462,44.5527542,459.957,14.911,2019-03
Kepler-1224 b,Kepler-1224,0,1,1,Transit,2016,Kepler,0,,13.32354078,0,872,6113,1.218,1.194,4.341,286.6257591,37.537313,559.598,12.926,8/31/2017 0:00
Kepler-1224 b,Kepler-1224,0,1,1,Transit,2016,Kepler,0,,13.32351601,,,6125,1.181,1.179,,286.6257591,37.537313,559.598,12.926,2018-12
Kepler-1224 b,Kepler-1224,1,1,1,Transit,2016,Kepler,0,,13.32351601,,,6155,1.22,1.18,4.34,286.6257591,37.537313,559.598,12.926,2016-05
Kepler-1224 b,Kepler-1224,0,1,1,Transit,2016,Kepler,0,,13.323565,0,856,6292,1.08,1.13,4.42,286.6257591,37.537313,559.598,12.926,1/8/2014
Kepler-1224 b,Kepler-1224,0,1,1,Transit,2016,Kepler,0,,13.32351601,0,852,6282,1.048,1.015,4.406,286.6257591,37.537313,559.598,12.926,9/24/2015
Kepler-1224 b,Kepler-1224,0,1,1,Transit,2016,Kepler,0,,13.32351601,0,852,6282,1.048,1.015,4.406,286.6257591,37.537313,559.598,12.926,12/4/2014
Kepler-1224 b,Kepler-1224,0,1,1,Transit,2016,Kepler,0,,13.32354078,,,6254,1.1933,1.21,4.36736,286.6257591,37.537313,559.598,12.926,8/16/2018
Kepler-1224 b,Kepler-1224,0,1,1,Transit,2016,Kepler,0,,13.32360062,,,6254,1.1933,1.21,4.36736,286.6257591,37.537313,559.598,12.926,2016-07
Kepler-1224 b,Kepler-1224,0,1,1,Transit,2016,Kepler,0,,13.32358855,,,6254,1.1933,1.21,4.36736,286.6257591,37.537313,559.598,12.926,2019-03
Kepler-1224 b,Kepler-1224,0,1,1,Transit,2016,Kepler,0,,,,,6125,1.194,,,286.6257591,37.537313,559.598,12.926,2018-10
Kepler-1224 b,Kepler-1224,0,1,1,Transit,2016,Kepler,0,,13.32351601,0,852,6282,1.048,1.015,4.406,286.6257591,37.537313,559.598,12.926,12/18/2014
Kepler-1225 b,Kepler-1225,0,1,1,Transit,2016,Kepler,0,,7.010723,0,1069,6369,1.09,1.16,4.43,290.6332748,40.1369671,1347.52,14.819,1/8/2014
Kepler-1225 b,Kepler-1225,0,1,1,Transit,2016,Kepler,0,,7.01073928,,,6164.96,1.286,1.17,4.28777,290.6332748,40.1369671,1347.52,14.819,2019-03
Kepler-1225 b,Kepler-1225,0,1,1,Transit,2016,Kepler,0,,,,,5822,1.367,,,290.6332748,40.1369671,1347.52,14.819,2018-10
