p_name,h_name,default_flag,num_s,num_p,disc_method,disc_year,disc_facility,controversial_flag,p_mass,orbital_period,eccentricity,p_eqt,s_efft,s_radius,s_mass,s_sgravity,ra,dec,h_dist,h_vmag,p_pubdate
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,20.30651261,,,4281.6,0.604434,0.669,4.7008,285.2866912,41.8609357,159.72,13.779,2019-03
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,20.30655662,0,343,3834,0.48,0.51,4.783,285.2866912,41.8609357,159.72,13.779,12/18/2014
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,,,,4121,0.635,,,285.2866912,41.8609357,159.72,13.779,2018-10
Kepler-205 c,Kepler-205,1,1,2,Transit,2014,Kepler,0,,20.306546,,,4321,0.546,,4.735,285.2866912,41.8609357,159.72,13.779,2014-03
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,20.30655662,,,4255,0.58,0.6,4.69,285.2866912,41.8609357,159.72,13.779,2016-05
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,20.30655662,0,343,3834,0.48,0.51,4.783,285.2866912,41.8609357,159.72,13.779,9/24/2015
Kepler-205 c,Kepler-205,0,1,2,Transit,2014,Kepler,0,,20.30655662,0,343,3834,0.48,0.51,4.783,285.2866912,41.8609357,159.72,13.779,12/4/2014
Kepler-206 b,Kepler-206,0,1,3,Transit,2014,Kepler,0,,7.78200916,,,5853,1.12,1.05,4.36,291.6346564,41.8338415,594.447,13.507,2016-05
Kepler-206 b,Kepler-206,0,1,3,Transit,2014,Kepler,0,,7.78200916,,,5691,1.078,0.957,,291.6346564,41.8338415,594.447,13.507,2018-12
Kepler-206 b,Kepler-206,0,1,3,Transit,2014,Kepler,0,,7.78200916,0,946,5762,1.06,0.981,4.38,291.6346564,41.8338415,594.447,13.507,9/24/2015
Kepler-206 b,Kepler-206,0,1,3,Transit,2014,Kepler,0,,7.78200916,0,946,5762,1.06,0.981,4.38,291.6346564,41.8338415,594.447,13.507,12/18/2014
Kepler-206 b,Kepler-206,0,1,3,Transit,2014,Kepler,0,,7.78199862,0,983,5762,1.143,0.982,4.314,291.6346564,41.8338415,594.447,13.507,8/31/2017 0:00
Kepler-206 b,Kepler-206,1,1,3,Transit,2014,Kepler,0,,7.781987,,,5764,1.185,,4.311,291.6346564,41.8338415,594.447,13.507,2014-03
Kepler-206 b,Kepler-206,0,1,3,Transit,2014,Kepler,0,,7.7822,0,1071,5986,1.27,1.021,4.24,291.6346564,41.8338415,594.447,13.507,1/8/2014
Kepler-206 b,Kepler-206,0,1,3,Transit,2014,Kepler,0,,7.781990719,,,5588.41,1.17453,0.99,4.29398,291.6346564,41.8338415,594.447,13.507,2019-03
Kepler-206 b,Kepler-206,0,1,3,Transit,2014,Kepler,0,,,,,5691,1.092,,,291.6346564,41.8338415,594.447,13.507,2018-10
Kepler-206 b,Kepler-206,0,1,3,Transit,2014,Kepler,0,,7.78199862,,,5588.41,1.17453,0.99,4.29398,291.6346564,41.8338415,594.447,13.507,8/16/2018
Kepler-206 b,Kepler-206,0,1,3,Transit,2014,Kepler,0,,7.78200916,0,946,5762,1.06,0.981,4.38,291.6346564,41.8338415,594.447,13.507,12/4/2014
Kepler-206 c,Kepler-206,0,1,3,Transit,2014,Kepler,0,,13.13742,0,896,5986,1.27,1.021,4.24,291.6346564,41.8338415,594.447,13.507,1/8/2014
Kepler-206 c,Kepler-206,0,1,3,Transit,2014,Kepler,0,,13.13745719,0,795,5762,1.06,0.981,4.38,291.6346564,41.8338415,594.447,13.507,12/18/2014
Kepler-206 c,Kepler-206,0,1,3,Transit,2014,Kepler,0,,,,,5691,1.092,,,291.6346564,41.8338415,594.447,13.507,2018-10
Kepler-206 c,Kepler-206,0,1,3,Transit,2014,Kepler,0,,13.13745719,,,5853,1.12,1.05,4.36,291.6346564,41.8338415,594.447,13.507,2016-05
Kepler-206 c,Kepler-206,0,1,3,Transit,2014,Kepler,0,,13.13747785,,,5588.41,1.17453,0.99,4.29398,291.6346564,41.8338415,594.447,13.507,8/16/2018
Kepler-206 c,Kepler-206,0,1,3,Transit,2014,Kepler,0,,13.13746337,,,5588.41,1.17453,0.99,4.29398,291.6346564,41.8338415,594.447,13.507,2016-07
Kepler-206 c,Kepler-206,1,1,3,Transit,2014,Kepler,0,,13.137471,,,5764,1.185,,4.311,291.6346564,41.8338415,594.447,13.507,2014-03
Kepler-206 c,Kepler-206,0,1,3,Transit,2014,Kepler,0,,13.13745719,0,795,5762,1.06,0.981,4.38,291.6346564,41.8338415,594.447,13.507,9/24/2015
Kepler-206 c,Kepler-206,0,1,3,Transit,2014,Kepler,0,,13.13745719,0,795,5762,1.06,0.981,4.38,291.6346564,41.8338415,594.447,13.507,12/4/2014
Kepler-206 c,Kepler-206,0,1,3,Transit,2014,Kepler,0,,13.13738196,,,5588.41,1.17453,0.99,4.29398,291.6346564,41.8338415,594.447,13.507,2019-03
Kepler-206 c,Kepler-206,0,1,3,Transit,2014,Kepler,0,,13.13745719,,,5691,1.078,0.957,,291.6346564,41.8338415,594.447,13.507,2018-12
Kepler-206 c,Kepler-206,0,1,3,Transit,2014,Kepler,0,,13.13747785,0,825,5762,1.143,0.982,4.314,291.6346564,41.8338415,594.447,13.507,8/31/2017 0:00
Kepler-206 d,Kepler-206,0,1,3,Transit,2014,Kepler,0,,23.44248595,,,5588.41,1.17453,0.99,4.29398,291.6346564,41.8338415,594.447,13.507,2019-03
Kepler-206 d,Kepler-206,0,1,3,Transit,2014,Kepler,0,,23.44287284,,,5588.41,1.17453,0.99,4.29398,291.6346564,41.8338415,594.447,13.507,2016-07
Kepler-206 d,Kepler-206,0,1,3,Transit,2014,Kepler,0,,23.4432353,0,655,5762,1.06,0.981,4.38,291.6346564,41.8338415,594.447,13.507,12/18/2014
Kepler-206 d,Kepler-206,0,1,3,Transit,2014,Kepler,0,,23.4432353,0,655,5762,1.06,0.981,4.38,291.6346564,41.8338415,594.447,13.507,9/24/2015
Kepler-206 d,Kepler-206,0,1,3,Transit,2014,Kepler,0,,23.4432353,0,655,5762,1.06,0.981,4.38,291.6346564,41.8338415,594.447,13.507,12/4/2014
Kepler-206 d,Kepler-206,0,1,3,Transit,2014,Kepler,0,,23.4433748,,,5588.41,1.17453,0.99,4.29398,291.6346564,41.8338415,594.447,13.507,8/16/2018
Kepler-206 d,Kepler-206,0,1,3,Transit,2014,Kepler,0,,,,,5691,1.092,,,291.6346564,41.8338415,594.447,13.507,2018-10
Kepler-206 d,Kepler-206,0,1,3,Transit,2014,Kepler,0,,23.44194,0,740,5986,1.27,1.021,4.24,291.6346564,41.8338415,594.447,13.507,1/8/2014
Kepler-206 d,Kepler-206,0,1,3,Transit,2014,Kepler,0,,23.4432353,,,5853,1.12,1.05,4.36,291.6346564,41.8338415,594.447,13.507,2016-05
Kepler-206 d,Kepler-206,0,1,3,Transit,2014,Kepler,0,,23.4432353,,,5691,1.078,0.957,,291.6346564,41.8338415,594.447,13.507,2018-12
Kepler-206 d,Kepler-206,1,1,3,Transit,2014,Kepler,0,,23.44281,,,5764,1.185,,4.311,291.6346564,41.8338415,594.447,13.507,2014-03
Kepler-206 d,Kepler-206,0,1,3,Transit,2014,Kepler,0,,23.4433748,0,681,5762,1.143,0.982,4.314,291.6346564,41.8338415,594.447,13.507,8/31/2017 0:00
Kepler-207 b,Kepler-207,0,1,3,Transit,2014,Kepler,0,,1.611887177,0,1712,6110,1.109,1.065,4.377,290.0305195,42.1660555,875.519,13.164,9/24/2015
Kepler-207 b,Kepler-207,0,1,3,Transit,2014,Kepler,0,,1.611887177,0,1712,6110,1.109,1.065,4.377,290.0305195,42.1660555,875.519,13.164,12/4/2014
Kepler-207 b,Kepler-207,0,1,3,Transit,2014,Kepler,0,,1.61189046,0,1930,5918,1.555,1.181,4.127,290.0305195,42.1660555,875.519,13.164,8/31/2017 0:00
Kepler-207 b,Kepler-207,0,1,3,Transit,2014,Kepler,0,,1.611881,0,1709,6080,1.1,1.04,4.37,290.0305195,42.1660555,875.519,13.164,1/8/2014
Kepler-207 b,Kepler-207,0,1,3,Transit,2014,Kepler,0,,1.61189046,,,5966,1.73156,1.09,3.99862,290.0305195,42.1660555,875.519,13.164,8/16/2018
Kepler-207 b,Kepler-207,0,1,3,Transit,2014,Kepler,0,,1.611887177,,,5989,1.49,1.2,4.17,290.0305195,42.1660555,875.519,13.164,2016-05
Kepler-207 b,Kepler-207,1,1,3,Transit,2014,Kepler,0,,1.611865,,,5920,1.588,,4.129,290.0305195,42.1660555,875.519,13.164,2014-03
Kepler-207 b,Kepler-207,0,1,3,Transit,2014,Kepler,0,,1.611883974,,,5966,1.73156,1.09,3.99862,290.0305195,42.1660555,875.519,13.164,2019-03
Kepler-207 b,Kepler-207,0,1,3,Transit,2014,Kepler,0,,1.611887177,,,5969,1.674,1.313,,290.0305195,42.1660555,875.519,13.164,2018-12
Kepler-207 b,Kepler-207,0,1,3,Transit,2014,Kepler,0,,1.611887177,0,1712,6110,1.109,1.065,4.377,290.0305195,42.1660555,875.519,13.164,12/18/2014
Kepler-207 b,Kepler-207,0,1,3,Transit,2014,Kepler,0,,,,,5969,1.709,,,290.0305195,42.1660555,875.519,13.164,2018-10
Kepler-207 c,Kepler-207,0,1,3,Transit,2014,Kepler,0,,3.07155284,,,5966,1.73156,1.09,3.99862,290.0305195,42.1660555,875.519,13.164,8/16/2018
Kepler-207 c,Kepler-207,0,1,3,Transit,2014,Kepler,0,,3.071545396,,,5969,1.674,1.313,,290.0305195,42.1660555,875.519,13.164,2018-12
Kepler-207 c,Kepler-207,1,1,3,Transit,2014,Kepler,0,,3.071571,,,5920,1.588,,4.129,290.0305195,42.1660555,875.519,13.164,2014-03
Kepler-207 c,Kepler-207,0,1,3,Transit,2014,Kepler,0,,3.071545396,0,1380,6110,1.109,1.065,4.377,290.0305195,42.1660555,875.519,13.164,12/4/2014
Kepler-207 c,Kepler-207,0,1,3,Transit,2014,Kepler,0,,3.071563,0,1371,6080,1.1,1.04,4.37,290.0305195,42.1660555,875.519,13.164,1/8/2014
Kepler-207 c,Kepler-207,0,1,3,Transit,2014,Kepler,0,,3.07155284,0,1556,5918,1.555,1.181,4.127,290.0305195,42.1660555,875.519,13.164,8/31/2017 0:00
Kepler-207 c,Kepler-207,0,1,3,Transit,2014,Kepler,0,,3.071545396,0,1380,6110,1.109,1.065,4.377,290.0305195,42.1660555,875.519,13.164,12/18/2014
Kepler-207 c,Kepler-207,0,1,3,Transit,2014,Kepler,0,,3.071545396,,,5989,1.49,1.2,4.17,290.0305195,42.1660555,875.519,13.164,2016-05
Kepler-207 c,Kepler-207,0,1,3,Transit,2014,Kepler,0,,3.071545396,0,1380,6110,1.109,1.065,4.377,290.0305195,42.1660555,875.519,13.164,9/24/2015
Kepler-207 c,Kepler-207,0,1,3,Transit,2014,Kepler,0,,,,,5969,1.709,,,290.0305195,42.1660555,875.519,13.164,2018-10
Kepler-207 d,Kepler-207,0,1,3,Transit,2014,Kepler,0,,5.868068017,0,1112,6110,1.109,1.065,4.377,290.0305195,42.1660555,875.519,13.164,9/24/2015
Kepler-207 d,Kepler-207,0,1,3,Transit,2014,Kepler,0,,5.868068017,,,5969,1.674,1.313,,290.0305195,42.1660555,875.519,13.164,2018-12
Kepler-207 d,Kepler-207,0,1,3,Transit,2014,Kepler,0,,5.868066282,0,1254,5918,1.555,1.181,4.127,290.0305195,42.1660555,875.519,13.164,8/31/2017 0:00
Kepler-207 d,Kepler-207,0,1,3,Transit,2014,Kepler,0,,5.868066282,,,5966,1.73156,1.09,3.99862,290.0305195,42.1660555,875.519,13.164,8/16/2018
Kepler-207 d,Kepler-207,0,1,3,Transit,2014,Kepler,0,,5.868068017,,,5989,1.49,1.2,4.17,290.0305195,42.1660555,875.519,13.164,2016-05
Kepler-207 d,Kepler-207,0,1,3,Transit,2014,Kepler,0,,5.86805,0,1102,6080,1.1,1.04,4.37,290.0305195,42.1660555,875.519,13.164,1/8/2014
Kepler-207 d,Kepler-207,0,1,3,Transit,2014,Kepler,0,,,,,5969,1.709,,,290.0305195,42.1660555,875.519,13.164,2018-10
Kepler-207 d,Kepler-207,0,1,3,Transit,2014,Kepler,0,,5.86806983,,,5966,1.73156,1.09,3.99862,290.0305195,42.1660555,875.519,13.164,2016-07
Kepler-207 d,Kepler-207,0,1,3,Transit,2014,Kepler,0,,5.868068017,0,1112,6110,1.109,1.065,4.377,290.0305195,42.1660555,875.519,13.164,12/18/2014
Kepler-207 d,Kepler-207,1,1,3,Transit,2014,Kepler,0,,5.868075,,,5920,1.588,,4.129,290.0305195,42.1660555,875.519,13.164,2014-03
Kepler-207 d,Kepler-207,0,1,3,Transit,2014,Kepler,0,,5.868068017,0,1112,6110,1.109,1.065,4.377,290.0305195,42.1660555,875.519,13.164,12/4/2014
Kepler-207 d,Kepler-207,0,1,3,Transit,2014,Kepler,0,,5.868070262,,,5966,1.73156,1.09,3.99862,290.0305195,42.1660555,875.519,13.164,2019-03
Kepler-208 b,Kepler-208,0,1,4,Transit,2014,Kepler,0,,4.22864988,0,1371,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,12/4/2014
Kepler-208 b,Kepler-208,0,1,4,Transit,2014,Kepler,0,,4.22865217,,,6000.9,1.32062,1.11,4.24183,293.8901979,42.5279413,775.328,13.561,8/16/2018
Kepler-208 b,Kepler-208,0,1,4,Transit,2014,Kepler,0,,4.22864988,,,6054,1.234,1.082,,293.8901979,42.5279413,775.328,13.561,2018-12
Kepler-208 b,Kepler-208,0,1,4,Transit,2014,Kepler,0,,4.2286322,,,6000.9,1.32062,1.11,4.24183,293.8901979,42.5279413,775.328,13.561,2016-07
Kepler-208 b,Kepler-208,0,1,4,Transit,2014,Kepler,0,,4.228677,0,1126,5845,0.972,0.963,4.446,293.8901979,42.5279413,775.328,13.561,1/8/2014
Kepler-208 b,Kepler-208,0,1,4,Transit,2014,Kepler,0,,4.22864988,,,5951,1.4,1.16,4.21,293.8901979,42.5279413,775.328,13.561,2016-05
Kepler-208 b,Kepler-208,0,1,4,Transit,2014,Kepler,0,,4.22864988,0,1371,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,9/24/2015
Kepler-208 b,Kepler-208,0,1,4,Transit,2014,Kepler,0,,4.22865217,0,1379,5966,1.499,1.213,4.169,293.8901979,42.5279413,775.328,13.561,8/31/2017 0:00
Kepler-208 b,Kepler-208,0,1,4,Transit,2014,Kepler,0,,4.22864988,0,1371,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,12/18/2014
Kepler-208 b,Kepler-208,0,1,4,Transit,2014,Kepler,0,,4.228648828,,,6000.9,1.32062,1.11,4.24183,293.8901979,42.5279413,775.328,13.561,2019-03
Kepler-208 b,Kepler-208,1,1,4,Transit,2014,Kepler,0,,4.22864,,,6092,1.314,,4.265,293.8901979,42.5279413,775.328,13.561,2014-03
Kepler-208 b,Kepler-208,0,1,4,Transit,2014,Kepler,0,,,,,6054,1.257,,,293.8901979,42.5279413,775.328,13.561,2018-10
Kepler-208 c,Kepler-208,0,1,4,Transit,2014,Kepler,0,,7.46662197,0,1134,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,9/24/2015
Kepler-208 c,Kepler-208,0,1,4,Transit,2014,Kepler,0,,7.46662197,0,1134,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,12/18/2014
Kepler-208 c,Kepler-208,0,1,4,Transit,2014,Kepler,0,,7.46662068,0,1141,5966,1.499,1.213,4.169,293.8901979,42.5279413,775.328,13.561,8/31/2017 0:00
Kepler-208 c,Kepler-208,0,1,4,Transit,2014,Kepler,0,,7.466408,0,934,5845,0.972,0.963,4.446,293.8901979,42.5279413,775.328,13.561,1/8/2014
Kepler-208 c,Kepler-208,0,1,4,Transit,2014,Kepler,0,,7.46659864,,,6000.9,1.32062,1.11,4.24183,293.8901979,42.5279413,775.328,13.561,2016-07
Kepler-208 c,Kepler-208,0,1,4,Transit,2014,Kepler,0,,,,,6054,1.257,,,293.8901979,42.5279413,775.328,13.561,2018-10
Kepler-208 c,Kepler-208,0,1,4,Transit,2014,Kepler,0,,7.466669415,,,6000.9,1.32062,1.11,4.24183,293.8901979,42.5279413,775.328,13.561,2019-03
Kepler-208 c,Kepler-208,0,1,4,Transit,2014,Kepler,0,,7.46662197,,,6054,1.234,1.082,,293.8901979,42.5279413,775.328,13.561,2018-12
Kepler-208 c,Kepler-208,0,1,4,Transit,2014,Kepler,0,,7.46662068,,,6000.9,1.32062,1.11,4.24183,293.8901979,42.5279413,775.328,13.561,8/16/2018
Kepler-208 c,Kepler-208,0,1,4,Transit,2014,Kepler,0,,7.46662197,0,1134,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,12/4/2014
Kepler-208 c,Kepler-208,0,1,4,Transit,2014,Kepler,0,,7.46662197,,,5951,1.4,1.16,4.21,293.8901979,42.5279413,775.328,13.561,2016-05
Kepler-208 c,Kepler-208,1,1,4,Transit,2014,Kepler,0,,7.466623,,,6092,1.314,,4.265,293.8901979,42.5279413,775.328,13.561,2014-03
Kepler-208 d,Kepler-208,1,1,4,Transit,2014,Kepler,0,,11.131786,,,6092,1.314,,4.265,293.8901979,42.5279413,775.328,13.561,2014-03
Kepler-208 d,Kepler-208,0,1,4,Transit,2014,Kepler,0,,11.1317901,,,6000.9,1.32062,1.11,4.24183,293.8901979,42.5279413,775.328,13.561,8/16/2018
Kepler-208 d,Kepler-208,0,1,4,Transit,2014,Kepler,0,,11.1317519,0,992,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,12/18/2014
Kepler-208 d,Kepler-208,0,1,4,Transit,2014,Kepler,0,,11.1317519,0,992,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,12/4/2014
Kepler-208 d,Kepler-208,0,1,4,Transit,2014,Kepler,0,,11.1317519,0,992,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,9/24/2015
Kepler-208 d,Kepler-208,0,1,4,Transit,2014,Kepler,0,,11.1317519,,,5951,1.4,1.16,4.21,293.8901979,42.5279413,775.328,13.561,2016-05
Kepler-208 d,Kepler-208,0,1,4,Transit,2014,Kepler,0,,11.13154,0,820,5845,0.972,0.963,4.446,293.8901979,42.5279413,775.328,13.561,1/8/2014
Kepler-208 d,Kepler-208,0,1,4,Transit,2014,Kepler,0,,11.1317901,0,999,5966,1.499,1.213,4.169,293.8901979,42.5279413,775.328,13.561,8/31/2017 0:00
Kepler-208 d,Kepler-208,0,1,4,Transit,2014,Kepler,0,,,,,6054,1.257,,,293.8901979,42.5279413,775.328,13.561,2018-10
Kepler-208 d,Kepler-208,0,1,4,Transit,2014,Kepler,0,,11.1317519,,,6054,1.234,1.082,,293.8901979,42.5279413,775.328,13.561,2018-12
Kepler-208 d,Kepler-208,0,1,4,Transit,2014,Kepler,0,,11.13168761,,,6000.9,1.32062,1.11,4.24183,293.8901979,42.5279413,775.328,13.561,2019-03
Kepler-208 e,Kepler-208,0,1,4,Transit,2014,Kepler,0,,16.25934,0,722,5845,0.972,0.963,4.446,293.8901979,42.5279413,775.328,13.561,1/8/2014
Kepler-208 e,Kepler-208,0,1,4,Transit,2014,Kepler,0,,16.2596374,,,6000.9,1.32062,1.11,4.24183,293.8901979,42.5279413,775.328,13.561,2016-07
Kepler-208 e,Kepler-208,0,1,4,Transit,2014,Kepler,0,,16.25945734,0,875,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,12/4/2014
Kepler-208 e,Kepler-208,0,1,4,Transit,2014,Kepler,0,,16.25951967,0,880,5966,1.499,1.213,4.169,293.8901979,42.5279413,775.328,13.561,8/31/2017 0:00
Kepler-208 e,Kepler-208,0,1,4,Transit,2014,Kepler,0,,16.25945734,0,875,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,9/24/2015
Kepler-208 e,Kepler-208,1,1,4,Transit,2014,Kepler,0,,16.259458,,,6092,1.314,,4.265,293.8901979,42.5279413,775.328,13.561,2014-03
Kepler-208 e,Kepler-208,0,1,4,Transit,2014,Kepler,0,,16.25950974,,,6000.9,1.32062,1.11,4.24183,293.8901979,42.5279413,775.328,13.561,2019-03
Kepler-208 e,Kepler-208,0,1,4,Transit,2014,Kepler,0,,16.25951967,,,6000.9,1.32062,1.11,4.24183,293.8901979,42.5279413,775.328,13.561,8/16/2018
Kepler-208 e,Kepler-208,0,1,4,Transit,2014,Kepler,0,,16.25945734,,,5951,1.4,1.16,4.21,293.8901979,42.5279413,775.328,13.561,2016-05
Kepler-208 e,Kepler-208,0,1,4,Transit,2014,Kepler,0,,16.25945734,0,875,6220,1.328,1.123,4.242,293.8901979,42.5279413,775.328,13.561,12/18/2014
Kepler-208 e,Kepler-208,0,1,4,Transit,2014,Kepler,0,,,,,6054,1.257,,,293.8901979,42.5279413,775.328,13.561,2018-10
Kepler-208 e,Kepler-208,0,1,4,Transit,2014,Kepler,0,,16.25945734,,,6054,1.234,1.082,,293.8901979,42.5279413,775.328,13.561,2018-12
Kepler-209 b,Kepler-209,0,1,2,Transit,2014,Kepler,0,,16.08786478,0,719,5514,1.043,0.876,4.344,291.1694567,42.6407281,576.946,14.132,12/18/2014
Kepler-209 b,Kepler-209,0,1,2,Transit,2014,Kepler,0,,16.08788093,,,5463.31,0.962384,0.96,4.45364,291.1694567,42.6407281,576.946,14.132,2016-07
Kepler-209 b,Kepler-209,0,1,2,Transit,2014,Kepler,0,,16.087836,0,697,5524,1,0.931,4.41,291.1694567,42.6407281,576.946,14.132,1/8/2014
Kepler-209 b,Kepler-209,0,1,2,Transit,2014,Kepler,0,,16.08783387,,,5463.31,0.962384,0.96,4.45364,291.1694567,42.6407281,576.946,14.132,2019-03
Kepler-209 b,Kepler-209,0,1,2,Transit,2014,Kepler,0,,16.08786478,,,5562,0.92,0.95,4.5,291.1694567,42.6407281,576.946,14.132,2016-05
Kepler-209 b,Kepler-209,0,1,2,Transit,2014,Kepler,0,,16.08786246,,,5463.31,0.962384,0.96,4.45364,291.1694567,42.6407281,576.946,14.132,8/16/2018
Kepler-209 b,Kepler-209,0,1,2,Transit,2014,Kepler,0,,16.08786246,0,668,5506,0.914,0.904,4.473,291.1694567,42.6407281,576.946,14.132,8/31/2017 0:00
Kepler-209 b,Kepler-209,1,1,2,Transit,2014,Kepler,0,,16.087845,,,5513,0.935,,4.472,291.1694567,42.6407281,576.946,14.132,2014-03
Kepler-209 b,Kepler-209,0,1,2,Transit,2014,Kepler,0,,16.08786478,0,719,5514,1.043,0.876,4.344,291.1694567,42.6407281,576.946,14.132,12/4/2014
Kepler-209 b,Kepler-209,0,1,2,Transit,2014,Kepler,0,,16.08786478,,,5564,0.898,0.971,,291.1694567,42.6407281,576.946,14.132,2018-12
Kepler-209 b,Kepler-209,0,1,2,Transit,2014,Kepler,0,,16.08786478,0,719,5514,1.043,0.876,4.344,291.1694567,42.6407281,576.946,14.132,9/24/2015
Kepler-209 b,Kepler-209,0,1,2,Transit,2014,Kepler,0,,,,,5564,0.908,,,291.1694567,42.6407281,576.946,14.132,2018-10
Kepler-209 c,Kepler-209,1,1,2,Transit,2014,Kepler,0,,41.749882,,,5513,0.935,,4.472,291.1694567,42.6407281,576.946,14.132,2014-03
Kepler-209 c,Kepler-209,0,1,2,Transit,2014,Kepler,0,,41.74945104,,,5463.31,0.962384,0.96,4.45364,291.1694567,42.6407281,576.946,14.132,2016-07
Kepler-209 c,Kepler-209,0,1,2,Transit,2014,Kepler,0,,,,,5564,0.908,,,291.1694567,42.6407281,576.946,14.132,2018-10
Kepler-209 c,Kepler-209,0,1,2,Transit,2014,Kepler,0,,41.74949827,0,523,5514,1.043,0.876,4.344,291.1694567,42.6407281,576.946,14.132,9/24/2015
Kepler-209 c,Kepler-209,0,1,2,Transit,2014,Kepler,0,,41.74949827,0,523,5514,1.043,0.876,4.344,291.1694567,42.6407281,576.946,14.132,12/18/2014
Kepler-209 c,Kepler-209,0,1,2,Transit,2014,Kepler,0,,41.74949827,,,5562,0.92,0.95,4.5,291.1694567,42.6407281,576.946,14.132,2016-05
Kepler-209 c,Kepler-209,0,1,2,Transit,2014,Kepler,0,,41.74934819,,,5463.31,0.962384,0.96,4.45364,291.1694567,42.6407281,576.946,14.132,2019-03
Kepler-209 c,Kepler-209,0,1,2,Transit,2014,Kepler,0,,41.74938613,,,5463.31,0.962384,0.96,4.45364,291.1694567,42.6407281,576.946,14.132,8/16/2018
Kepler-209 c,Kepler-209,0,1,2,Transit,2014,Kepler,0,,41.74949827,0,523,5514,1.043,0.876,4.344,291.1694567,42.6407281,576.946,14.132,12/4/2014
Kepler-209 c,Kepler-209,0,1,2,Transit,2014,Kepler,0,,41.74999,0,507,5524,1,0.931,4.41,291.1694567,42.6407281,576.946,14.132,1/8/2014
Kepler-209 c,Kepler-209,0,1,2,Transit,2014,Kepler,0,,41.74949827,,,5564,0.898,0.971,,291.1694567,42.6407281,576.946,14.132,2018-12
Kepler-209 c,Kepler-209,0,1,2,Transit,2014,Kepler,0,,41.74938613,0,486,5506,0.914,0.904,4.473,291.1694567,42.6407281,576.946,14.132,8/31/2017 0:00
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,,2.785821236,0,1784,6202,1.733,1.162,4.026,287.3619673,38.7141384,108.522,8.25,8/31/2017 0:00
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,,2.785821236,,,6248.42,1.90746,1.212,3.96066,287.3619673,38.7141384,108.522,8.25,8/16/2018
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,,2.785821693,0,1785,6131,1.86,1.34,4.026,287.3619673,38.7141384,108.522,8.25,9/24/2015
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,,,,,6202,1.945,,,287.3619673,38.7141384,108.522,8.25,2018-10
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,,2.78581504,,,6248.42,1.90746,1.212,3.96066,287.3619673,38.7141384,108.522,8.25,2016-07
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,10.4,2.785755,0,1956,6131,1.86,1.34,4.019,287.3619673,38.7141384,108.522,8.25,2012-02
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,,2.785821693,,,6202,1.94,1.245,,287.3619673,38.7141384,108.522,8.25,2018-12
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,,2.785821693,0,1785,6131,1.86,1.34,4.026,287.3619673,38.7141384,108.522,8.25,12/18/2014
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,,2.785821693,,,6162,1.79,1.24,4.03,287.3619673,38.7141384,108.522,8.25,2016-05
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,,2.785819,0,1863,6131,2.04,1.36,3.95,287.3619673,38.7141384,108.522,8.25,1/8/2014
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,5.08,2.78578,0.02,2025,6305,1.902,1.408,4.026,287.3619673,38.7141384,108.522,8.25,2016-12
Kepler-21 b,Kepler-21,0,2,1,Transit,2012,Kepler,0,,2.785821693,0,1785,6131,1.86,1.34,4.026,287.3619673,38.7141384,108.522,8.25,12/4/2014
Kepler-21 b,Kepler-21,1,2,1,Transit,2012,Kepler,0,7.5,2.7858212,0,2015,6305,1.902,1.408,,287.3619673,38.7141384,108.522,8.25,2023-04
Kepler-210 b,Kepler-210,0,1,2,Transit,2014,Kepler,0,,2.45323508,,,4564.61,0.637495,0.72,4.68645,292.5034196,43.0832188,232.75,14.126,2016-07
